Artist Name,Popularity,danceability,energy,key,mode,acousticness,instrumentalness,liveness,valence,tempo,Class
Randy Travis,67,0.677,0.724,2,1,0.143,0.000101,0.158,0.697,90.392,4
Ray Wylie Hubbard,38,0.282,0.484,2,1,0.374,5.59E-05,0.125,0.312,177.367,2
Martin Kohlstedt,50,0.437,0.133,,0,0.978,0.92,0.119,0.165,103.997,6
Jessie J,79,0.706,0.786,,0,0.26,,0.38,0.751,150.028,9
Skillet,60,0.571,0.967,9,1,0.00642,5.80E-06,0.227,0.712,161.962,10
The Charlatans,50,0.444,0.896,10,1,0.00037,4.27E-05,0.423,0.328,102.343,6
The Devil Wears Prada,36,0.229,0.99,4,1,0.000189,0.0447,0.263,0.173,164.892,8
Blodwyn Pig,29,0.44,0.757,3,1,0.289,0.000325,0.294,0.616,74.712,2
MOLYBARON,,0.46,0.984,5,1,4.98E-05,0.857,0.0418,0.376,108.677,10
Eddie Burns,9,0.589,0.337,,1,0.598,0.0741,0.176,0.585,185.908,2
Alice In Chains,63,0.357,0.795,6,1,0.0134,0.00013,0.111,0.416,97.171,10
Mac DeMarco,69,0.709,0.496,1,0,0.581,0.195,0.151,0.469,78.477,6
The Churchills,26,0.48,0.449,2,1,0.375,0.591,0.225,0.6,102.074,10
Joy Oladokun,51,0.618,0.554,2,0,0.029,7.76E-05,0.179,0.575,140.038,1
WALK THE MOON,60,0.82,0.615,,1,0.151,,0.204,0.768,129.874,0
Yuval Dayan,28,0.657,0.791,10,0,0.611,0.000853,0.0486,0.901,138.003,9
Mukesh,21,0.615,0.641,4,1,0.768,0.000476,0.698,0.828,102.607,3
Dora Jar,41,0.694,0.214,2,1,0.929,0.0032,0.137,0.375,121.958,6
Robert Henry,2,0.576,0.32,5,1,0.795,4.82E-05,0.104,0.891,96.171,2
Orianthi,42,0.284,0.948,8,0,0.000173,0.0223,0.116,0.218,170.025,8
American Authors,,0.639,0.914,7,1,0.00226,,0.513,0.75,120.071,10
Bruce Soord,33,0.68,0.625,1,0,0.103,0.703,0.11,0.433,126.991,10
Blur,61,0.627,0.891,4,1,0.121,,0.281,0.722,138.79,1
Whitesnake,30,0.504,0.923,9,0,0.0383,2.30E-06,0.109,0.493,96.003,10
Lil' Kim,60,0.748,0.693,11,0,0.282,,0.123,0.768,88.802,5
Grandmaster Flash & The Furious Five,36,0.863,0.676,11,0,0.2,0.000698,0.0929,0.538,111.022,5
"Max Richter, Louisa Fuller, Natalia Bonner, John Metcalfe, Philip Sheppard, Chris Worsey",61,0.065,0.341,10,0,0.154,0.854,0.109,0.0334,65.38,7
Antonita Romero,25,0.604,0.67,1,1,0.767,0.361,0.0948,0.97,100.492,9
Slipknot,77,0.354,0.982,4,0,0.000237,0.000294,0.204,0.194,143.772,8
Mink Mussel Creek,33,0.345,0.614,2,1,0.0309,0.0249,0.134,0.042,123.016,1
Dudu Aharon,21,0.738,0.941,,1,0.162,,0.142,0.799,100.017,9
WALK THE MOON,81,0.578,0.866,1,1,0.00701,,0.257,0.619,128.038,10
Sir Chloe,75,0.366,0.439,4,1,0.0781,1.92E-05,0.108,0.11,115.94,9
Shania Twain,55,0.723,0.789,1,1,0.0441,,0.0612,0.946,124.013,4
Bones Owens,37,0.637,0.525,9,0,0.0187,,0.463,0.621,140.092,10
Royal Bliss,41,0.608,0.89,1,1,0.00127,1.19E-06,0.161,0.351,111.994,9
Simple Symmetry,41,0.499,0.76,5,1,0.257,0.0902,0.104,0.206,120.011,10
Lazy Queen,5,0.432,0.968,10,0,1.02E-05,2.83E-06,0.1,0.397,107.93,10
YBN Nahmir,78,0.829,0.343,2,0,0.00734,,0.179,0.312,78.035,5
Ghost Iris,43,0.489,0.994,1,0,2.05E-05,0.00683,0.333,0.218,90.015,10
Jax,64,0.714,0.657,,1,0.0802,,0.35,0.725,151.898,9
Nicki Minaj,70,0.475,0.882,11,1,0.406,,0.241,0.369,98.001,5
Green Day,73,0.49,0.679,8,1,0.00394,1.54E-05,0.0383,0.506,167.046,10
Albert Lee & Hogan's Heroes,40,0.538,0.954,,1,0.571,0.00859,0.397,0.962,159.982,10
Ayron Jones,55,0.238,0.946,10,0,0.000147,0.000706,0.166,0.276,158.757,8
The (International) Noise Conspiracy,37,0.59,0.716,,1,0.00963,0.0107,0.17,0.61,149.048,10
The Jeff Healey Band,18,0.511,0.82,,1,0.117,1.80E-05,0.0959,0.928,102.18,2
Lacy Gibson,31,0.639,0.38,,1,0.426,0.000584,0.124,0.488,97.814,2
Wildflowers in the Graveyard,29,0.589,0.102,7,1,0.978,0.000245,0.115,0.424,79.547,0
Nebu Kiniza,62,0.776,0.609,1,0,0.301,,0.077,0.375,138.047,5
"Enrico Pieranunzi, Thomas Fonnesbæk, Ulysses Owens Jr.",39,0.427,0.0348,1,1,0.987,0.922,0.0821,0.0703,116.824,7
Hemlock Ernst,47,0.834,0.904,3,0,0.4,0.0101,0.119,0.282,103.969,5
Kilo Kish,48,0.761,0.806,10,0,0.0664,0.00695,0.619,0.707,116.977,6
Oceans of Slumber,34,0.447,0.563,6,1,0.0388,0.000196,0.0879,0.0385,80.017,8
The Used,60,0.299,0.933,6,0,0.0742,1.21E-05,0.0723,0.205,180.092,10
8485,48,0.463,0.654,9,1,0.000352,,0.301,0.371,100.012,10
Deep In Love,59,0.618,0.558,5,1,0.604,0.395,0.124,0.336,111.709,0
Focus,50,0.266,0.815,9,1,0.0514,0.916,0.242,0.432,187.106,10
"Alexia Mathieu, Josephine Forrester",47,0.6,0.155,1,1,0.972,0.882,0.108,0.0745,117.888,7
James Vincent McMorrow,55,0.855,0.583,9,0,0.196,0.000276,0.0766,0.902,134.953,1
BROCKHAMPTON,73,0.784,0.539,7,0,0.0818,,0.106,0.576,149.059,9
Fox Stevenson,61,0.45,0.856,11,1,0.000385,1.21E-05,0.604,0.361,174.096,10
Maggie Rose,46,0.53,0.396,,1,0.637,0.000654,0.105,0.316,82.084,1
Cream,57,0.391,0.756,7,1,0.413,0.0418,0.879,0.839,131.648,10
"Zac Brown Band, Jimmy Buffett",,0.715,0.584,8,1,0.432,1.41E-06,0.095,0.61,90.987,4
Glded,36,0.572,0.368,4,1,0.66,0.804,0.0975,0.102,106.012,6
Dillon Carmichael,53,0.639,0.867,11,1,0.118,,0.196,0.882,147.923,10
Mocky,49,0.763,0.525,1,0,0.071,0.0617,0.0555,0.704,105.584,1
Emmure,49,0.434,0.911,4,1,0.000151,0.0643,0.357,0.426,139.702,8
Black Honey,40,0.594,0.851,7,1,0.00881,8.26E-06,0.0749,0.898,83.522,6
The Bloody Beetroots,47,0.654,0.6,1,1,0.0011,0.882,0.0403,0.406,130.166,6
Elle King,72,0.612,0.921,7,1,0.0183,,0.0576,0.446,139.988,10
Phoxjaw,28,0.277,0.848,10,1,0.00421,0.000219,0.0896,0.126,128.194,10
Ten Years After,37,0.15,0.828,11,0,0.000347,0.0357,0.734,0.432,75.99,2
Eiffel 65,76,0.822,0.969,7,0,0.259,0.000153,0.39,0.765,128.007,9
Alan Jackson,58,0.726,0.631,11,0,0.22,,0.193,0.746,124.711,4
Alexisonfire,53,0.192,0.737,1,0,3.78E-05,0.000712,0.14,0.266,83.763,10
Journey,1,0.338,0.66,4,1,0.0191,1.30E-05,0.967,0.201,123.416,10
Friedberg,40,0.5,0.817,1,1,0.000255,0.0922,0.136,0.48,130.978,9
"Ensemble Rivr Dane, Ana Olgica",35,0.192,0.0305,3,1,0.942,0.964,0.114,0.0893,106.624,7
Klass Murda,52,0.688,0.677,1,1,0.418,,0.16,0.762,143.062,5
Jacques Burtin,26,0.454,0.121,9,0,0.915,0.0546,0.0894,0.0724,109.119,7
Passenger,55,0.618,0.454,,0,0.587,4.78E-05,0.136,0.42,79.934,0
O.R.k.,29,0.384,0.79,2,0,0.00518,6.56E-05,0.117,0.404,167.989,8
Teenage Wrist,44,0.368,0.812,9,1,6.23E-05,0.00254,0.325,0.357,150.017,10
Johnny Hodges,36,0.716,0.322,8,1,0.966,0.858,0.103,0.629,171.485,2
Cephas & Wiggins,14,0.601,0.41,9,1,0.509,0.0109,0.104,0.765,106.399,2
Sergey Golovin,32,0.526,0.845,1,0,1.16E-05,0.658,0.0951,0.425,125.986,8
Brothers Osborne,63,0.557,0.886,6,1,0.0377,0.108,0.163,0.545,96.989,4
OMC,69,0.772,0.705,,1,0.247,,0.23,0.834,124.908,9
Julian Casablancas,55,0.574,0.925,6,0,0.00164,0.0243,0.115,0.369,125.501,6
Britney Spears,81,0.774,0.838,5,0,0.0249,0.025,0.242,0.924,143.04,9
Monster Magnet,50,0.46,0.818,8,1,4.08E-05,0.372,0.0867,0.15,117.817,8
Dumpstaphunk,44,0.392,0.897,11,1,0.00161,0.000221,0.0416,0.561,184.053,2
Darkthrone,47,0.267,1,4,0,0.016,0.447,0.45,0.0215,138.616,8
Myrkur,49,0.55,0.53,,0,0.809,0.00399,0.13,0.545,93.927,8
Trade Wind,25,0.452,0.83,2,1,0.0018,0.0504,0.0935,0.405,141.825,10
Maher Cissoko,36,0.415,0.0276,7,1,0.974,0.902,0.102,0.183,146.044,7
Eve 6,68,0.483,0.818,11,1,0.114,,0.367,0.691,175.668,9
Julianna Barwick,34,0.189,0.476,11,1,0.881,0.917,0.127,0.038,88.83,6
Young M.A,16,0.82,0.726,8,1,0.023,,0.139,0.631,176.189,5
waants,34,0.631,0.787,7,0,0.389,0.15,0.179,0.663,94.008,6
A Tribe Called Quest,60,0.928,0.517,1,1,0.0679,,0.174,0.616,95.523,5
Little Simz,57,0.431,0.731,11,0,0.00709,,0.35,0.644,176.515,5
Lil Poppa,46,0.715,0.673,4,0,0.0943,,0.174,0.292,97.61,5
Yeah Yeah Yeahs,67,0.562,0.903,8,0,0.000187,0.0939,0.298,0.791,132.009,10
Pop Unknown,25,0.411,0.595,1,0,0.279,0.328,0.0827,0.121,169.097,10
Flying Colors,34,0.583,0.79,3,1,0.00902,0.000144,0.0797,0.48,133.021,10
Miri Mesika,24,0.544,0.484,4,0,0.57,,0.339,0.16,127.694,9
Bones Owens,47,0.538,0.826,2,1,0.0169,,0.0887,0.594,142.037,10
Lene Lovich,43,0.669,0.733,5,1,0.0205,0.000224,0.042,0.833,153.778,1
Refused,53,0.68,0.763,9,1,0.0045,0.00462,0.106,0.385,105.902,10
Nothing More,56,0.411,0.805,4,0,0.00879,2.58E-05,0.0819,0.238,83.479,10
SK√ÅLD,49,0.66,0.836,6,0,0.0532,0.824,0.357,0.534,89.999,8
Psychedelic Porn Crumpets,38,0.414,0.938,11,1,0.00125,0.00312,0.458,0.341,177.971,10
psykhi,24,0.551,0.8,,1,0.103,,0.111,0.811,164.127,9
Black River Delta,19,0.483,0.808,7,1,0.0407,0.00119,0.0987,0.68,82.042,2
FEELS,21,0.487,0.678,2,1,0.0814,0.23,0.168,0.869,87.241,6
Handsome Boy Modeling School,59,0.7,0.393,2,1,0.6,6.08E-06,0.113,0.477,79.638,5
Green Day,67,0.381,0.732,10,0,0.00834,0.0101,0.0854,0.814,142.504,10
Queen,42,0.207,0.676,10,1,0.0276,,0.392,0.161,94.386,10
Catfish and the Bottlemen,61,0.481,0.765,7,1,0.00381,0.000737,0.119,0.465,102.829,10
Omer Adam,36,0.69,0.91,9,1,0.163,,0.0665,0.664,120.986,9
Pearl Jam,68,0.615,0.702,7,1,0.00746,0.00431,0.0608,0.734,96.99,10
Explosions In The Sky,44,0.278,0.479,4,1,0.11,0.837,0.0601,0.108,115.029,10
Generation X,53,0.385,0.947,4,1,4.72E-05,0.616,0.662,0.831,176.28,1
Zac Brown Band,45,0.402,0.924,8,1,0.000356,0.00335,0.0834,0.68,170.739,10
Nathan Cavaleri,23,0.632,0.388,9,1,0.341,4.45E-05,0.18,0.808,99.99,2
Jon Batiste,52,0.738,0.507,9,0,0.229,0.00151,0.0724,0.7,80.015,2
Basement Freaks,29,0.79,0.838,4,0,0.0685,8.37E-05,0.102,0.916,97.976,2
Oxymorrons,40,0.406,0.961,2,0,0.000177,0.00183,0.325,0.508,186.025,6
Paul McCartney,46,0.349,0.201,,1,0.767,,0.134,0.338,77.402,10
Cannonball Adderley,52,0.616,0.434,5,0,0.581,,0.131,0.404,108.467,2
Philip Sayce,51,0.4,0.916,9,0,0.00982,0.00611,0.171,0.352,168.209,10
Eyal Golan,34,0.702,0.893,11,0,0.0742,,0.0582,0.962,112.116,9
Snooks Eaglin,35,0.647,0.191,11,1,0.924,0.0223,0.109,0.439,104.984,2
Queen,39,0.571,0.447,7,1,0.613,,0.07,0.345,80.699,10
daysormay,40,0.676,0.674,7,0,0.107,,0.153,0.462,103.951,10
Shlomo Artzi,34,0.552,0.636,3,1,0.65,,0.291,0.539,134.842,10
Celldweller,51,0.434,0.952,6,1,3.23E-05,0.00234,0.173,0.573,194.027,8
ARXX,33,0.65,0.6,9,0,0.0278,0.00121,0.811,0.795,110.016,6
Amplifier,32,0.294,0.859,4,0,0.00519,0.0639,0.102,0.368,96.466,8
Willie Nelson,47,0.387,0.322,2,1,0.181,0.0145,0.205,0.258,114.762,4
The Clash,72,0.797,0.872,9,0,0.291,,0.284,0.866,129.885,6
DENM,50,0.485,0.707,,1,0.339,,0.16,0.541,79.744,1
Fleece,55,0.625,0.358,5,0,0.309,0.0171,0.11,0.238,84.609,9
Bon Jovi,62,0.5,0.899,4,1,4.84E-05,0.000198,0.0794,0.566,130.06,10
Tord Gustavsen Trio,,0.515,0.0283,9,1,0.963,0.927,0.0906,0.0886,100.598,7
Manic Street Preachers,60,0.522,0.801,4,1,8.20E-06,0.0685,0.174,0.197,112.445,6
Sleater-Kinney,45,0.364,0.904,9,1,0.00341,1.90E-05,0.153,0.73,139.887,10
The Angels,34,0.481,0.91,9,1,0.00169,3.67E-05,0.368,0.428,141.324,10
Molchat Doma,41,0.632,0.786,10,0,0.117,0.913,0.127,0.551,123.002,6
Basinettes,46,0.535,0.0689,5,1,0.869,0.0292,0.0766,0.211,123.288,7
Coi Leray,77,0.774,0.412,1,1,0.026,,0.088,0.38,139.943,5
Born a New,25,0.364,0.98,9,1,9.64E-05,,0.0622,0.505,74.987,8
Numenorean,40,0.345,0.965,7,1,1.74E-05,0.901,0.15,0.1,136.953,8
Rainbow,59,0.166,0.948,11,0,0.00374,0.0131,0.769,0.476,177.495,8
The Black Crowes,55,0.633,0.842,7,1,0.111,,0.139,0.674,114.449,10
Griff,68,0.675,0.562,9,1,0.245,0.00109,0.103,0.655,79.916,9
The Black Keys,60,0.475,0.762,11,0,0.0018,0.0493,0.285,0.619,113.682,10
Tiny Bradshaw,31,0.687,0.499,,1,0.664,0.772,0.0893,0.809,82.5,2
W.A.S.P.,61,0.285,0.825,1,0,0.000826,,0.268,0.516,164.611,8
Chicago,65,0.604,0.905,4,0,0.309,0.0632,0.0837,0.723,147.448,10
Westlife,,0.704,0.761,1,1,0.0137,,0.0487,0.907,97.002,9
So It Begins,44,0.257,0.984,1,1,0.000209,0.0106,0.367,0.139,100.047,8
KALEO,69,0.466,0.496,1,1,0.626,6.22E-06,0.117,0.352,74.747,10
George Thorogood & The Destroyers,69,0.459,0.727,,1,0.00614,0.0652,0.384,0.955,149.231,2
The Guess Who,64,0.55,0.726,2,1,0.146,0.00608,0.428,0.37,92.697,10
Roni Dalumi,42,0.8,0.44,2,1,0.0522,,0.0546,0.5,140.107,9
Mk.gee,40,0.825,0.823,3,1,0.0321,0.156,0.0548,0.966,141.96,6
Eviatar Banai,27,0.431,0.26,7,1,0.914,0.00322,0.357,0.202,155.866,10
Brant Bjork,46,0.625,0.524,1,1,0.0405,0.927,0.122,0.516,125.348,8
"WILLOW, Travis Barker",86,0.39,0.83,11,0,0.0021,,0.156,0.191,90.021,9
Vacations,78,0.498,0.81,7,1,0.00392,0.00717,0.0635,0.594,79.935,9
AURORA,89,0.422,0.302,11,1,0.629,7.83E-05,0.104,0.123,114.089,9
Chris Cornell,40,0.599,0.639,5,1,0.125,2.07E-06,0.243,0.534,96.044,10
Flowdan,32,0.623,0.551,,0,0.232,0.000827,0.13,0.342,136.67,5
Lil Baby,63,0.759,0.727,1,1,0.000151,0.0015,0.0588,0.376,139.995,5
Caitlyn Smith,52,0.587,0.299,2,1,0.853,2.11E-06,0.149,0.184,96.657,0
Parquet Courts,46,0.592,0.8,7,1,0.0225,6.35E-05,0.17,0.838,138.759,6
Bob Corritore,18,0.421,0.9,9,1,0.59,0.000485,0.315,0.755,130.294,2
blessthefall,60,0.199,0.955,3,0,0.00191,2.10E-05,0.098,0.454,184.916,8
Rammstein,70,0.681,0.912,,1,0.000757,0.00136,0.359,0.479,125.031,8
Arik Einstein,46,0.537,0.391,4,1,0.842,0.0302,0.119,0.379,73.008,10
James Arthur,77,0.306,0.74,10,1,0.232,,0.0892,0.314,98.3,9
Lauren Alaina,63,0.611,0.886,,1,0.0551,1.10E-06,0.247,0.27,112.988,4
Be Careful,36,0.578,0.396,5,0,0.0436,0.826,0.116,0.605,170.008,6
LightSkinKeisha,50,0.928,0.682,7,1,0.05,,0.0872,0.769,140.094,5
Eyal Golan,29,0.644,0.836,11,0,0.313,,0.309,0.629,110.041,9
Dreamshade,41,0.56,0.946,7,1,0.00146,,0.312,0.334,114.989,10
Avalanche Effect,38,0.426,0.932,1,1,0.000138,0.00331,0.059,0.602,170.048,8
Damon Fowler,29,0.388,0.41,9,1,0.183,0.039,0.0993,0.42,116.168,2
Dead Disco,16,0.582,0.704,,1,0.000987,0.587,0.224,0.375,106.918,6
Kobi Maman,48,0.496,0.448,1,0,0.389,,0.0941,0.327,79.115,9
AJ Tracey,72,0.719,0.762,6,1,0.199,9.89E-06,0.358,0.676,100.08,5
Rainbow,57,0.32,0.412,4,0,0.188,0.0339,0.0644,0.282,132.986,10
Shalom Hanoch,23,0.526,0.404,2,1,0.543,0.00842,0.107,0.445,81.851,10
Weathers,50,0.687,0.773,5,0,0.0128,,0.148,0.674,100.009,10
Lil Nas X,58,0.61,0.508,8,0,0.297,,0.384,0.758,178.818,9
Chris Cornell,40,0.647,0.872,4,0,0.0702,2.38E-05,0.342,0.694,104.982,10
George Strait,43,0.567,0.57,10,1,0.317,,0.205,0.645,88.851,4
Ryan Hurd,49,0.381,0.896,2,1,0.00113,,0.183,0.564,157.981,10
The 1975,70,0.472,0.745,4,1,0.000607,2.74E-05,0.0957,0.0631,180.06,9
Heart,68,0.626,0.746,7,1,0.16,,0.0618,0.8,102.896,10
Queen Jane Approximately,31,0.573,0.679,2,1,0.0198,6.72E-05,0.201,0.777,113.06,0
Sure Sure,64,0.886,0.371,5,1,0.349,0.00138,0.0985,0.928,115.026,6
"Claude Debussy, Claire Jones, Paul Watkins, English Chamber Orchestra",34,0.264,0.0556,9,1,0.964,0.91,0.0783,0.0487,99.381,7
Hemant Kumar,8,0.466,0.471,3,1,0.82,,0.175,0.716,137.8,3
King Nun,29,0.481,0.938,1,0,0.000116,0.000105,0.0835,0.608,162.971,10
System Of A Down,67,0.432,0.886,8,1,9.20E-05,4.74E-05,0.338,0.248,76.04,10
"Kelsea Ballerini, LANY",79,0.607,0.418,1,1,0.394,,0.182,0.386,95.002,4
Narkis,36,0.702,0.763,2,0,0.0175,1.91E-05,0.189,0.6,103.004,9
Dropdead Chaos,24,0.363,0.987,11,0,8.36E-06,0.00251,0.246,0.202,200.015,8
Juan Wauters,43,0.718,0.63,4,0,0.0905,0.000169,0.483,0.666,115.537,6
Lady Gaga,72,0.752,0.87,9,0,0.0604,1.12E-05,0.489,0.784,120.006,9
"Udit Narayan, Alka Yagnik",53,0.402,0.61,11,0,0.368,,0.109,0.463,86.248,3
WALK THE MOON,58,0.575,0.694,1,1,0.0158,,0.108,0.442,77.537,9
Sonny Landreth,41,0.572,0.522,4,0,0.582,0.00231,0.156,0.218,125.971,2
Lil Jon & The East Side Boyz,66,0.675,0.501,10,1,0.0541,,0.429,0.532,139.861,5
Luna Delirious,43,0.361,0.231,4,0,0.924,,0.17,0.359,167.544,6
24kGoldn,79,0.831,0.727,8,0,0.447,,0.111,0.703,125.068,9
Island Apollo,40,0.571,0.719,8,0,0.00274,0.000463,0.19,0.613,91.984,1
The All-American Rejects,50,0.647,0.512,5,1,0.0017,5.97E-05,0.0689,0.695,135.171,10
Dudu Aharon,15,0.705,0.957,6,1,0.1,,0.161,0.787,105.045,9
Ida Mae,29,0.499,0.395,10,1,0.521,4.23E-05,0.147,0.547,81.685,2
Matilda Mann,57,0.657,0.258,10,1,0.908,2.79E-06,0.116,0.318,127.725,9
iivrson,35,0.544,0.463,9,1,0.56,6.62E-05,0.112,0.157,88.906,9
The Uptown Players,59,0.427,0.0841,5,0,0.973,0.962,0.0995,0.159,105.973,7
KenTheMan,55,0.668,0.435,1,1,0.257,,0.123,0.609,174.142,5
ODC,40,0.421,0.949,5,0,0.000189,0.00994,0.448,0.27,148.048,8
The B-52's,38,0.556,0.849,8,1,0.00107,0.00582,0.154,0.456,91.19,9
Derek & The Dominos,,0.404,0.903,1,1,0.577,0.297,0.287,0.498,115.672,10
GA-20,35,0.529,0.481,5,1,0.627,0.0249,0.26,0.436,85.9,2
Doda,36,0.728,0.513,,1,0.115,1.06E-06,0.111,0.891,124.594,10
Diunna Greenleaf,31,0.604,0.771,,1,0.273,,0.0599,0.594,124.089,2
Mike Zito,41,0.604,0.743,5,0,0.0971,0.000131,0.0604,0.823,99.37,2
"Ludwig van Beethoven, Itzhak Perlman, André Previn, London Symphony Orchestra",27,0.131,0.0398,7,1,0.957,0.753,0.0892,0.053,84.829,7
Parkwood,34,0.446,0.989,7,1,0.00125,9.20E-06,0.102,0.0437,105.955,10
LUMP,52,0.76,0.652,1,1,0.137,0.213,0.11,0.398,119.978,6
Valerio Castilla,46,0.671,0.172,2,0,0.981,0.942,0.122,0.268,89.969,7
props,27,0.732,0.397,5,1,0.0609,3.45E-05,0.0737,0.512,73.888,6
Brett Young,51,0.596,0.751,6,1,0.00878,6.54E-06,0.0866,0.757,155.974,4
France Gall,39,0.663,0.699,2,1,0.485,,0.0994,0.965,132.817,1
John Denver,67,0.455,0.437,4,1,0.314,,0.501,0.724,81.396,10
Cream,12,0.55,0.576,,1,0.178,0.00935,0.0555,0.486,109.837,10
Johnny & The Hurricanes,40,0.371,0.813,,1,0.0946,0.919,0.272,0.822,153.963,10
Ricky Skaggs,47,0.653,0.657,4,1,0.0582,0.00139,0.349,0.96,117.972,4
Saliva,48,0.462,0.855,1,0,8.06E-06,0.000346,0.0745,0.516,89.996,10
Lil Ed & The Blues Imperials,6,0.49,0.72,,1,0.0251,0.0109,0.1,0.93,167.89,2
Survivor,67,0.652,0.609,9,0,0.298,8.79E-06,0.0573,0.646,98.125,10
Tired Violence,30,0.462,0.9,8,1,0.00158,0.000199,0.376,0.609,155.033,8
James Morrison,33,0.469,0.362,,1,0.817,,0.699,0.214,104.534,9
Benny Sings,48,0.883,0.405,2,0,0.479,0.328,0.0419,0.832,113.979,1
"Pragya Dasgupta, Jai Kothari",13,0.447,0.252,11,1,0.669,,0.279,0.174,120.777,0
Chris Cornell,52,0.402,0.317,7,1,0.766,,0.715,0.103,77.654,10
Booker T. & the M.G.'s,68,0.816,0.514,10,1,0.767,0.949,0.0899,0.912,136.837,10
Gugun Power Trio,35,0.687,0.853,6,1,0.0801,0.00171,0.109,0.918,110.051,10
The Weeknd,86,0.585,0.564,,0,0.0671,,0.135,0.137,113.003,9
Altin G√ºn,36,0.407,0.704,,1,0.0395,0.0829,0.12,0.948,104.695,1
Roei Hermon,31,0.67,0.833,11,0,0.31,0.00603,0.313,0.751,122.334,10
Mateo Ortega,46,0.571,0.0442,2,0,0.994,0.868,0.105,0.121,107.813,7
Mr. Big,73,0.688,0.375,4,1,0.286,,0.133,0.45,83.635,8
Patti Smith,51,0.622,0.737,2,1,0.0349,4.60E-06,0.318,0.742,130.255,10
Sacred Reich,41,0.318,0.963,7,1,0.000182,0.387,0.344,0.358,102.225,8
LCD Soundsystem,1,0.562,0.961,4,1,0.00486,0.796,0.149,0.96,125.036,6
Danny Sanderson,42,0.659,0.3,7,0,0.524,,0.211,0.214,87.864,10
Led Zeppelin,55,0.367,0.752,6,0,0.0133,0.00979,0.0658,0.401,205.47,10
Olivia Rodrigo,82,0.556,0.661,6,0,0.3,,0.101,0.668,168.56,9
Monster Magnet,53,0.636,0.743,10,1,0.000231,0.665,0.123,0.356,95.821,10
The Stone Foxes,31,0.492,0.664,11,1,0.00584,0.329,0.101,0.35,154.919,2
False Advertising,17,0.435,0.833,10,1,1.48E-05,0.000898,0.278,0.551,170.836,10
The Maccabees,44,0.18,0.916,7,1,0.000975,0.224,0.0945,0.186,85.614,6
Buddy Holly,57,0.566,0.711,,1,0.611,6.59E-06,0.417,0.961,159.629,10
Foals,68,0.639,0.715,6,0,0.0243,0.000552,0.619,0.813,128.072,1
The Record Company,56,0.543,0.696,7,1,0.601,0.215,0.384,0.849,92.15,10
Jj Thames,25,0.562,0.466,4,1,0.441,0.00233,0.337,0.257,144.105,2
James Smith,40,0.534,0.258,2,0,0.944,,0.171,0.512,88.771,9
A Tribe Called Quest,60,0.795,0.6,2,1,0.112,0.000171,0.111,0.633,101.78,5
Westlife,,0.68,0.895,2,1,0.0144,,0.229,0.659,118.023,9
The Black Keys,44,0.512,0.78,11,0,0.0471,0.0242,0.0856,0.609,93.998,10
The Presidents Of The United States Of America,68,0.499,0.873,6,1,0.00468,,0.165,0.864,142.726,6
pg.lost,46,0.242,0.87,7,1,5.21E-06,0.76,0.37,0.192,127.01,8
FANGZ,25,0.386,0.971,,1,5.69E-06,0.00553,0.555,0.32,174.898,10
The Monks,34,0.476,0.731,,1,0.484,0.000392,0.129,0.613,126.8,6
CeeFineAss,54,0.643,0.49,7,1,0.00841,,0.123,0.726,97.536,5
Trudy Lynn,10,0.736,0.709,6,1,0.671,7.62E-06,0.0849,0.832,118.888,2
Patti Smith,67,0.466,0.763,11,0,0.0542,,0.119,0.473,123.539,10
The Vines,45,0.505,0.948,7,1,0.00018,0.00313,0.128,0.594,133.561,1
shame,47,0.425,0.889,11,0,0.000116,1.49E-05,0.0812,0.583,131.949,1
Blondie,43,0.343,0.901,2,1,0.00244,0.000147,0.0801,0.798,161.69,1
Anni Piper,32,0.639,0.422,11,1,0.272,9.98E-05,0.124,0.321,105.015,2
The Damnnation,14,0.614,0.929,1,1,0.000378,0.00447,0.168,0.198,109.983,8
Incubus,59,0.532,0.943,7,0,0.0056,0.000587,0.317,0.371,140.042,10
Michael Schenker Group,34,0.147,0.883,9,1,0.0885,0.263,0.123,0.368,179.893,10
The Fall of Troy,32,0.485,0.97,3,0,4.07E-06,0.165,0.28,0.572,101.99,1
Simon & Garfunkel,,0.485,0.38,3,1,0.829,,0.103,0.531,92.933,0
Malady,32,0.556,0.865,6,0,0.000337,7.55E-06,0.441,0.413,123.997,9
Boundaries,39,0.511,0.937,2,1,1.70E-05,0.378,0.32,0.197,95.069,8
Joe Turner,41,0.632,0.601,7,0,0.448,0.569,0.125,0.24,117.01,6
Alcest,44,0.24,0.548,1,0,0.00607,0.875,0.0941,0.128,127.337,10
Neck Deep,59,0.546,0.782,8,1,0.00155,0.000545,0.0528,0.44,108.049,10
"Topic, Bebe Rexha",78,0.663,0.849,11,0,0.0791,1.20E-06,0.192,0.722,123.992,9
Umphrey's McGee,24,0.565,0.771,11,0,0.858,0.873,0.397,0.442,111.501,10
PVRIS,53,0.498,0.748,4,0,0.145,,0.0582,0.358,99.832,10
Jamie Berry,42,0.674,0.65,5,1,0.182,0.0276,0.27,0.818,115.999,2
Yeah Yeah Yeahs,68,0.502,0.941,7,1,0.000346,0.319,0.553,0.124,119.783,6
TheColorGrey,47,0.553,0.611,9,0,0.31,0.000112,0.0745,0.631,79.803,5
